"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@rxdian We'd love to have you on our network!!!! Come on back to us. ^NHP",FALSE,0,"rxdian",2017-07-02 06:58:00,FALSE,"881405857904431104","881406586157191168","1360592192","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"2","@f4gtit1 We will have to refer you to our wireless counterparts for all your mobile concerns @VZWSupport. ^NHP",FALSE,0,"f4gtit1",2017-07-02 06:52:27,FALSE,"881404507003006976","881405190305443840","1916661320","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"3","@ColoLibertarian Good morning, Are you referencing our wireless service? ^NHP",FALSE,0,"ColoLibertarian",2017-07-02 06:46:52,FALSE,"881402594744086528","881403783053529088","1067517138","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"4","@Cat_5_Cane You're welcome Donna. We're always just a tweet away. ^NHP",FALSE,0,"Cat_5_Cane",2017-07-02 05:26:23,FALSE,"881383051569311744","881383530995101696","176967147","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"5","@wannaREESES You view content on the app using your Verizon credentials. ^NHP",FALSE,0,"wannaREESES",2017-07-02 04:59:29,FALSE,"881375956983840768","881376761614913536","81991652","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"6","@grilledcheez Let us get this over to our wireless counterparts for all your mobile concerns @VZWSupport. ^NHP",FALSE,0,"grilledcheez",2017-07-02 04:08:26,FALSE,"881363264743120896","881363912805019648","3375331","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"7","@Yamuva_ Hello Steups, What issues are you having with your internet service? ^NHP",FALSE,0,"Yamuva_",2017-07-02 04:07:00,FALSE,"881362973796827136","881363553252454400","1138278067","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"8","@IBecomeEveryone Hello Jack, We don't want you to feel that way. How can we turn this around for you? ^NHP",FALSE,0,"IBecomeEveryone",2017-07-02 04:04:26,FALSE,"881361832455409665","881362905433878529","3072826246","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"9","@grilledcheez We will have to refer you to our wireless counterparts for all your mobile concerns @VZWSupport. ^NHP",FALSE,0,"grilledcheez",2017-07-02 03:52:28,FALSE,"881359018429644800","881359896238845952","3375331","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"10","@Cat_5_Cane Hello Donna, Are you having issues with all if your services? ^NHP",FALSE,0,"Cat_5_Cane",2017-07-02 03:28:48,FALSE,"881353437744685056","881353938477490178","176967147","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"11","@amycmac1201boo Hello amymac, What color are the lights currently on your router? ^NHP",FALSE,0,"amycmac1201boo",2017-07-02 03:13:29,FALSE,"881349258812829700","881350085824593920","735744342686470144","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"12","@TheBradyReport We can assist you here. What's going on with your service? ^NHP",FALSE,0,"TheBradyReport",2017-07-02 03:09:54,FALSE,"881348552269680640","881349182749114368","14839107","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"13","@FREAKYFAST4 Hello Chris, Is this in reference to your wireless or home service? ^NHP",FALSE,0,"FREAKYFAST4",2017-07-02 03:02:24,FALSE,"881346640518492160","881347295060668416","373065120","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"14","@NedlohESEAtv Hello Holden, What's going on with your router? ^NHP",FALSE,0,"NedlohESEAtv",2017-07-02 02:50:00,FALSE,"881343710977544192","881344174829817856","990014065","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"15","@EarlNash Hello EarlNash, How can we assist you tonight with your service? ^NHP",FALSE,0,"EarlNash",2017-07-02 02:44:00,FALSE,"881337218262020097","881342665790545921","16405557","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"16","@sonanyc We want to restore your faith in us, and get your concerns resolved. Is this in reference to your home or wireless account? ^NHP",FALSE,0,"sonanyc",2017-07-02 02:18:00,FALSE,"881335374269865984","881336121527070722","116511090","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"17","@walker828 Stuck on the wrong network? You deserve reliable service on the better network. DM us and we will cover… https://t.co/mqChhUbvUM",FALSE,0,"walker828",2017-07-01 13:49:53,TRUE,"880730836898914304","881147851077808128","452196244","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"18","@chris693850 Let us help you get a new phone on the better network. DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"chris693850",2017-07-01 13:49:24,FALSE,"880738916676116481","881147730361503744","614141325","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"19","@_YourrLovee Quality customer service is waiting for you on the better network. DM us and we will cover the cost to… https://t.co/q3ilMmoJhf",FALSE,0,"_YourrLovee",2017-07-01 13:48:55,TRUE,"880744778115297280","881147608198242304","417263105","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"20","@BamJordan  Reliable service is what we do best! Try us out. DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"BamJordan",2017-07-01 13:47:54,FALSE,"880743621091315713","881147351666241536","28143374","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"21","@TjVIII We want you back!  Use your unlimited data the way you want to.  DM us and we will cover the cost to switch… https://t.co/07AnZjGBP3",FALSE,0,"TjVIII",2017-07-01 13:46:01,TRUE,"879867361804857344","881146878880034816","52571628","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"22","@catlondra We want you back!  Use your unlimited data the way you want to.  DM us and we will cover the cost to swi… https://t.co/zc1BiVYsCf",FALSE,0,"catlondra",2017-07-01 13:40:30,TRUE,NA,"881145491886571520","3023204720","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"23","@pittsadelphia We want you back!  Use your unlimited data the way you want to.  DM us and we will cover the cost to… https://t.co/SfY2y6BA1x",FALSE,0,"pittsadelphia",2017-07-01 13:40:00,TRUE,"879863828489662466","881145365248040961","726913377268703233","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"24","@lanejensenpdx Quality customer service is waiting for you on the better network. DM us and we will cover the cost… https://t.co/Y7tbrHOMLj",FALSE,0,"lanejensenpdx",2017-07-01 13:39:30,TRUE,"880689191742517248","881145238198288385","46483265","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"25","@C_Bryant05 Why wait?  DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,1,"C_Bryant05",2017-07-01 13:39:00,FALSE,NA,"881145113476571136","3191304533","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"26","@kuya_armand Maybe it's time for a fresh start on a better network. DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"kuya_armand",2017-07-01 13:39:00,FALSE,"880693533132435457","881145113036062721","742161426","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"27","@vixen______ You deserve superior customer service on a superior network.  DM us and we will cover the cost to swit… https://t.co/yjdQeutdWo",FALSE,0,"vixen______",2017-07-01 13:38:29,TRUE,"880694203512127488","881144983306350593","3350027998","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"28","@__kahe You deserve better so try the nation’s best. Send DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"__kahe",2017-07-01 13:37:51,FALSE,"880697370916380672","881144824002486273","801656791","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"29","@LeeMeek Why wait?  DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"LeeMeek",2017-07-01 13:36:00,FALSE,"880708512971730944","881144358363418625","70452170","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"30","@shasol88 We want your business!  Use your unlimited data the way you want to.  DM us and we will cover the cost to… https://t.co/CZ6L8u5wGc",FALSE,0,"shasol88",2017-07-01 13:30:28,TRUE,"879859032613367813","881142965728677889","74335672","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"31","@DeAndreJH  Don't miss another important moment. Better is waiting! DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"DeAndreJH",2017-07-01 13:29:55,FALSE,"880653591983398912","881142827895402496","166031434","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"32","@Heartinzion You deserve superior customer service on a superior network.  DM us and we will cover the cost to swit… https://t.co/C66CjNQ7li",FALSE,0,"Heartinzion",2017-07-01 13:28:25,TRUE,"880661163238969346","881142448566804481","1711465687","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",1,FALSE,FALSE,NA,NA
"33","@yungmurdajay Have you checked out our new plans? You might be surprised. DM us and we will cover the cost to switc… https://t.co/5bWukLQOuk",FALSE,0,"yungmurdajay",2017-07-01 13:27:54,TRUE,"880666112303796228","881142319868768257","2411142873","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"34","@kourtshu No one should struggle with their wireless carrier.  DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"kourtshu",2017-07-01 13:27:25,FALSE,"880669823654666240","881142197541842944","3035807606","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"35","@TheeBarkingCat 
Reliable service is what we do best! Try us out. DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"TheeBarkingCat",2017-07-01 13:27:00,FALSE,"880669004184129540","881142092973707264","263941525","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"36","@miri_love0_o We want you back!  Use your unlimited data the way you want to.  DM us and we will cover the cost to… https://t.co/3bUynmwrgr",FALSE,0,"miri_love0_o",2017-07-01 13:26:25,TRUE,"880672580885254146","881141948278603777","262964544","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"37","@This_SuperKid  Reliable service is what we do best! Try us out. DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"This_SuperKid",2017-07-01 13:25:55,FALSE,"880672596043464704","881141820264247297","625193401","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"38","@LoweFromTha60 We'd like to better your wireless experience. DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"LoweFromTha60",2017-07-01 13:25:55,FALSE,"880679398810284033","881141819433725952","456127689","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"39","@karissanpena Maybe it's time for a fresh start on a better network. DM us and we will cover the cost to switch. *K… https://t.co/2gyhNjY7Mk",FALSE,0,"karissanpena",2017-07-01 13:23:58,TRUE,"880676403573862403","881141329576775681","601687269","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"40","@huling_zach24  We'd like to better your wireless experience. DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"huling_zach24",2017-07-01 13:23:27,FALSE,"880676827269877761","881141201075875840","791464961243578368","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"41","@AkailaMonroe Why continue the struggle? The better network is here for you. DM us and we will cover the cost to sw… https://t.co/nklJrNc0pV",FALSE,0,"AkailaMonroe",2017-07-01 13:22:31,TRUE,"880639868401057793","881140963598622720","34454575","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"42","@DreStiles Stuck on the wrong network? You deserve reliable service on the better network. DM us and we will cover… https://t.co/7c4tHrDSU5",FALSE,0,"DreStiles",2017-07-01 13:21:29,TRUE,"880638783682744320","881140705036574721","109913804","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"43","@Hi_ImMjay Oh no! What's going on? ^STW",FALSE,0,"Hi_ImMjay",2017-07-01 04:01:56,FALSE,"880997250599723008","880999888355459072","581392498","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"44","@kelsietayy_ Oh no! What's going on? ^STW",FALSE,0,"kelsietayy_",2017-07-01 04:00:53,FALSE,"880998499621457920","880999624902930432","741405485593550848","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"45","@infographx Hello Pamela, We can assist you with your service here.  What's going on with your account? ^NHP",FALSE,1,"infographx",2017-07-01 02:04:00,FALSE,"880969490938425346","880970210265767936","196728278","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"46","@ConservativeBro You can listen now as long as you have the Tidal app. ^STW",FALSE,0,"ConservativeBro",2017-07-01 00:23:31,FALSE,"880944022214332417","880944922567860224","71172490","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"47","@jmkolm Oh no! What's going on? ^STW",FALSE,0,"jmkolm",2017-06-30 22:38:53,FALSE,"880917928836780032","880918590693789698","74199346","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"48","@HoochieGawd We can help you get a better wireless experience. DM us to discuss your options. *AAS https://t.co/oC5wkA1bC6",FALSE,0,"HoochieGawd",2017-06-30 21:44:54,FALSE,"880647570816684032","880905005502521344","767744564820054017","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"49","@tanzygivens Let us introduce you to a better wireless experience. DM us for deals on switching. *AAS https://t.co/OqaxU9SZpw",FALSE,0,"tanzygivens",2017-06-30 21:42:54,FALSE,"880646406398246913","880904501783408640","44369475","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"50","@qauzzz That is not how we want our customers to be treated. How can we help? ^JAB",FALSE,0,"qauzzz",2017-06-30 21:20:27,FALSE,"880895585372573696","880898854597558272","561513645","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"51","@NahjMuse You're in luck, we'll help you get unstuck! DM us for up to $650 to help you switch. *AAS https://t.co/ItcyKoBAsG",FALSE,0,"NahjMuse",2017-06-30 21:09:00,FALSE,NA,"880895972020191233","118499625","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"52","@chriscasillas We have multiple avenues for support. Is this for your wireless service? ^JAB",FALSE,1,"chriscasillas",2017-06-30 20:56:57,FALSE,"880892284698411008","880892939173580800","67822510","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"53","@thesbitw You deserve better. We offer up to $650 to switch. DM for details. *AAS https://t.co/0v4Thgf9XK",FALSE,0,"thesbitw",2017-06-30 20:50:31,FALSE,"880645115487952896","880891321698967552","858845250269433856","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"54","@flaresakithasol Get the unlimited plan you want, on the network you deserve. DM us to get started. *AAS https://t.co/HKW8j9mxqi",FALSE,0,"flaresakithasol",2017-06-30 20:48:27,FALSE,"880644685605351427","880890798212087809","4883841616","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"55","@ImRisKEY We'd be honored to provide you the quality service you deserve! DM us, your red carpet is waiting. *AAS https://t.co/JkhLrM2nPv",FALSE,0,"ImRisKEY",2017-06-30 20:47:41,FALSE,"880644111103139841","880890607903834112","159673662","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"56","@leebomb01 Life's too busy to be inconvenienced. Send a DM to start discussing your options to switch. *AAS https://t.co/1a83YIusYp",FALSE,0,"leebomb01",2017-06-30 20:47:07,FALSE,NA,"880890465582821376","206837594","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"57","@Mr_Friday You should always be happy with your service. Verizon to the rescue! DM for switcher deals. *AAS https://t.co/ZvBAdCV31i",FALSE,0,"Mr_Friday",2017-06-30 20:41:00,FALSE,"880644002030211075","880888925849620481","36383948","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"58","@jasonpedely Quality customer service is waiting for you on the better network. DM for details. *AAS https://t.co/JlUzLGM4IK",FALSE,0,"jasonpedely",2017-06-30 20:40:53,FALSE,"880643883792711680","880888894786592769","865704213845880832","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"59","@9mmflea Are you part of the Verizon family? If not, send a DM for switcher offers onto the best network! *AAS https://t.co/44CGYpZkA8",FALSE,0,"9mmflea",2017-06-30 20:39:00,FALSE,"880642871786917888","880888422235336705","50877900","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"60","@BYTHEBODEGA Have you checked out our new plans? You might be surprised. DM us for a personalized quote. *AAS https://t.co/RWxolnhVh4",FALSE,0,"BYTHEBODEGA",2017-06-30 20:36:28,FALSE,"880879467916341248","880887784134909952","4121282829","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",1,FALSE,FALSE,NA,NA
"61","@bnramsay Let's discuss options for service on the best wireless network. Send a DM to get started. *AAS https://t.co/dHdsqn3Oss",FALSE,1,"bnramsay",2017-06-30 20:34:56,FALSE,"880642442214682624","880887396950310914","1881181140","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"62","@sarahibyy Wait no more, better is here. DM to learn about our switch &amp; save promo. *AAS https://t.co/LTM2YhgXPG",FALSE,0,"sarahibyy",2017-06-30 20:34:26,FALSE,"880641919881269249","880887273243504640","96021195","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"63","@_indiaelizabeth Let's discuss your options to switch to a better network. Send a DM to get started. *AAS https://t.co/JkmSEucXGf",FALSE,0,"_indiaelizabeth",2017-06-30 20:33:29,FALSE,"880641054919331842","880887032788267009","4559536060","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"64","@chanteriaunique How about upgrading to a phone on the better network? DM to discuss your options. *AAS https://t.co/kYsczYvgL2",FALSE,0,"chanteriaunique",2017-06-30 20:33:01,FALSE,"880638636328456193","880886915200888832","548494030","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"65","@zub236 How about coming over to the best network, with unlimited data? DM to get started. *AAS https://t.co/KjnMiKAYRu",FALSE,0,"zub236",2017-06-30 20:31:29,FALSE,"880638195221671936","880886528075059200","306453972","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"66","@Genesisarai_ Why not make the switch to the better network? Send a DM for options to help you switch. *AAS https://t.co/Er5MMGCPUu",FALSE,0,"Genesisarai_",2017-06-30 20:21:29,FALSE,"880637406411710470","880884011958243328","961627790","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"67","@afumar You deserve a better wireless experience. DM for details. *AAS https://t.co/PUgM8YSKzr",FALSE,0,"afumar",2017-06-30 20:21:02,FALSE,NA,"880883901174083584","119795333","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"68","The only thing worse than talking on the phone is talking to a pre-recorded message. Access the app to put spammers… https://t.co/FGewjx6qGw",FALSE,24,NA,2017-06-30 20:09:57,TRUE,NA,"880881110548434945",NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","verizon",9,FALSE,FALSE,NA,NA
"69","@murderCITAwrote  DM to get the conversation started about a new phone on the best network. *AAS https://t.co/J11hwxLbdU",FALSE,0,"murderCITAwrote",2017-06-30 20:06:32,FALSE,"880633437853536256","880880250665807873","3295482728","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"70","@nicolelynnnxo We can help upgrade your phone, and your network. DM and we can find the ideal plan for you. *AAS https://t.co/GLqmNgyFS3",FALSE,1,"nicolelynnnxo",2017-06-30 20:04:00,FALSE,"880609032045817858","880879615249666048","193325458","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"71","@BYTHEBODEGA You shouldn't have to struggle with your wireless network. DM for options to help you switch. *AAS https://t.co/juidcqBweD",FALSE,1,"BYTHEBODEGA",2017-06-30 19:57:05,FALSE,"880596018445918208","880877873065865220","4121282829","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",1,FALSE,FALSE,NA,NA
"72","@LovelyLifeOfLay Why continue the struggle? The better network is here for you. DM us and we will cover the cost to… https://t.co/wgxJUBX02k",FALSE,0,"LovelyLifeOfLay",2017-06-30 19:56:26,TRUE,"880638684541980673","880877710079401985","89107155","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"73","@sarahnaomiex Make the switch to a better wireless experience. DM for details. *AAS https://t.co/U6wcnGUd4K",FALSE,0,"sarahnaomiex",2017-06-30 19:56:00,FALSE,"880595575099588609","880877600746467329","452540786","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"74","@faithh_GOLD No one should struggle with their wireless carrier.  DM us and we will cover the cost to switch. *KGG https://t.co/RWxolnhVh4",FALSE,0,"faithh_GOLD",2017-06-30 19:52:51,FALSE,"880640835783675906","880876806282326018","399061654","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"75","@AnnnieWalk Get a fresh start with quality, reliable service. DM us to get started. *AAS https://t.co/iSiHbhGmAE",FALSE,0,"AnnnieWalk",2017-06-30 19:47:53,FALSE,"880594846674812931","880875558304927744","550486439","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"76","@_Random92  We miss you too! Send us a DM to learn about how to make the switch back to better. *AAS https://t.co/l2r3TAfcfT",FALSE,0,"_Random92",2017-06-30 19:47:01,FALSE,"880594274827501568","880875339886592002","580268923","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"77","@Kiss_my_sass_88 Stuck on the wrong network?You deserve reliable service on the better network.DM us and we will co… https://t.co/AY1VKdYEmi",FALSE,0,"Kiss_my_sass_88",2017-06-30 19:47:00,TRUE,"880624616250716160","880875336354992128","203276847","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"78","@rreneeeeee We like the sound of that! DM for information on making the switch! *AAS https://t.co/JqsbwbGJOi",FALSE,0,"rreneeeeee",2017-06-30 19:46:37,FALSE,"880594265256185858","880875237457440769","338234067","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"79","@MsHeavyDutyQT No one has time to wait on hold. DM us to get to a better wireless experience. *AAS https://t.co/D4pkAru0vG",FALSE,1,"MsHeavyDutyQT",2017-06-30 19:46:02,FALSE,"880593175169179648","880875093093740544","28611432","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"80","@saidbeebs Maybe it's time for a fresh start on a better network? DM to get up to $650 for switching. *AAS https://t.co/tLGqw0U9Zz",FALSE,0,"saidbeebs",2017-06-30 19:44:31,FALSE,"880592879315451908","880874712372531200","62329909","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"81","@TheJacksonBerg Send us a DM so we can help you with making the switch to a better wireless experience. *AAS https://t.co/ich6Tf66Il",FALSE,0,"TheJacksonBerg",2017-06-30 19:44:00,FALSE,"879819271290990592","880874581619351552","3463363816","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"82","@zaceffingbianco Why settle for an average experience when better is here? DM to discuss options for switching. *AS https://t.co/QzrRsR7Gwj",FALSE,0,"zaceffingbianco",2017-06-30 19:43:31,FALSE,"880591761080561665","880874458952728576","453679379","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"83","@_angu5 Get the wireless experience you deserve. Send a DM to get started. *AAS https://t.co/HvDOqX3oJp",FALSE,0,"_angu5",2017-06-30 19:43:01,FALSE,"880591552485216256","880874332737744897","345555126","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
"84","@vintagegalholly How about making the switch to Verizon Unlimited? DM to get up to $650 for switching. *AAS https://t.co/oAZSB7JAAk",FALSE,1,"vintagegalholly",2017-06-30 19:43:00,FALSE,"879817722867073024","880874330594390022","30311708","<a href=""https://www.sprinklr.com"" rel=""nofollow"">Sprinklr</a>","verizon",0,FALSE,FALSE,NA,NA
